Epoch,Train Loss,Val Loss,BLEU-4
0,5.46495082199052,4.402154773299792,0.1255450071799523
1,4.176001735687829,3.912419810744606,0.18267314298517848
2,3.8223995420862846,3.656033418195143,0.21608828592079923
3,3.6119650556508534,3.493068795033741,0.23025562457503898
4,3.4663252217631113,3.373093097703848,0.24390351558986137
5,3.3561652694034443,3.281684696107228,0.25711693452160284
6,3.2672814054688617,3.2061447128838196,0.26308453198521187
7,3.193191426474242,3.145070509553346,0.2702189351835347
8,3.1298437545944977,3.0920367212311546,0.27437427276796006
9,3.0748363800611815,3.0482833918273102,0.2768453953488514
10,3.025772202021638,3.0093552103581698,0.28312879509731603
11,2.9819532258945096,2.9757244332265422,0.28175836772059487
12,2.942255550838492,2.9437554961172734,0.28743189001000513
13,2.906345553242165,2.917047309753486,0.28864070086235316
14,2.873313807902171,2.891358838279994,0.289570052942703
15,2.8427745378121734,2.8703101428757756,0.2905989948653529
16,2.814514030844903,2.850224702146839,0.29047690409716315
17,2.788112963569693,2.830274220973913,0.29063056583867297
18,2.7634884184706587,2.8143784929696265,0.29619140102625763
19,2.740502101229271,2.7989513279484877,0.29842608111001767
20,2.718821882165697,2.7860919336358774,0.29724302130752805
21,2.6982099023062807,2.7722460221660943,0.29744580025124967
22,2.6790491642723295,2.760741052786166,0.2995264341757526
23,2.6607390319944266,2.7488797169619255,0.2989390298337457
24,2.64330155554086,2.7406755759674666,0.2995494771656401
25,2.6269822776131813,2.730704436115751,0.2966966413989317
26,2.61117199388106,2.722640604273997,0.2986225399572402
27,2.596067663300762,2.7120851652412723,0.30088308264287195
28,2.5820244517873046,2.7052758524264804,0.30086283456549495
29,2.5679715499127997,2.699782791341286,0.30012822628041563
30,2.554749529847623,2.6931733573437158,0.30346115168208665
31,2.5421825589667737,2.683545766654914,0.30120352356971236
32,2.530059902724137,2.6789955592054424,0.30036621193138674
33,2.5183496428483276,2.6755488298203702,0.30094637693956716
34,2.5071924403130197,2.6706470602696926,0.3014095530689939
35,2.4961240169444996,2.6641733285915064,0.30290614548253497
36,2.485768813407176,2.661988056391332,0.29924295749601504
37,2.475779616383723,2.6550612507978197,0.30069455927760247
38,2.4657801793570577,2.6514607729209914,0.30100931795268565
39,2.456698218072064,2.648307257422233,0.3030035076272044
40,2.4473384354286347,2.6459898621360964,0.30351733385106505
41,2.4383193503687135,2.6418342311252476,0.30186723827994666
42,2.4300341998565176,2.638896229875796,0.30199013101853434
