Epoch,Train Loss,Val Loss,BLEU-4
1,5.024914850844407,4.477795613853825,0.04713752694993485
2,4.016132133823471,3.7200073489394034,0.1332434454166329
3,3.601787936922942,3.478490338333507,0.16791662974505656
4,3.4148300821938657,3.3399861133612343,0.19104780093264698
5,3.296886796529493,3.250925552323633,0.20734014898465067
6,3.212872964917293,3.182332638633559,0.21474830318590304
7,3.1450447044936545,3.1247781028543207,0.2230147062367815
8,3.0820881765215957,3.0688367338120304,0.22754243523715761
9,3.023935244788836,3.0216646831918412,0.233173151159823
10,2.9733557054966924,2.981835858698151,0.23877081070014333
11,2.9302847049917506,2.9469052947872383,0.2409102873320179
12,2.8923314256542527,2.9178921399932785,0.24477550492689676
13,2.858794666543763,2.8906372785091667,0.24835966688517713
14,2.828610276029336,2.868336679514739,0.2532157143507605
15,2.801186605070522,2.846761304049066,0.25358782675538494
16,2.7766917966761415,2.828958879398234,0.2555944148194522
17,2.7539268959901158,2.8134309687354806,0.2587180996575594
18,2.7333244457226016,2.7980321287832415,0.25987274475808847
19,2.7142148458011777,2.78561515334204,0.2601501483378264
20,2.6968151824750866,2.7742952478678284,0.26078708962603897
21,2.6812566127449418,2.7650780961068784,0.2604238479596733
22,2.6663368425503653,2.7550354790628466,0.2641007975009833
23,2.6526333824218384,2.746517641553683,0.26464127848598373
24,2.6399362811647915,2.7399668740246366,0.26256943531394433
25,2.628273505418713,2.7329603878630335,0.26560906359106917
26,2.6172664001705837,2.725204929627226,0.2648514103245054
27,2.6069673577917327,2.7187389052342175,0.26536683613589895
28,2.596945854319862,2.71406897418055,0.26546935222015067
29,2.5877602982089796,2.7102120573061055,0.2646473887548878
30,2.5793375791513853,2.705094166641528,0.2673134116191835
31,2.5706850117323756,2.699020261929229,0.26498017235262417
32,2.5629927999599365,2.698876003629252,0.26808474395260873
33,2.5559530569055235,2.695038160088633,0.26697411730228715
34,2.5488217993065976,2.6906630440830392,0.26830530628605603
35,2.5420559111441627,2.6884929842539824,0.27085812161501127
36,2.536082772736776,2.6861677982828702,0.2701358519840653
37,2.530157179186491,2.686072085147149,0.27136073827969315
38,2.5246633061908414,2.6828317584832853,0.26882272159115106
39,2.5194701884116655,2.6794113862559295,0.2705035006705046
40,2.5147168913077524,2.678292637202268,0.2708479831224493
41,2.5099687990314172,2.677370104466047,0.2683778577855454
42,2.505730574777055,2.677386776915059,0.2667814636386192
43,2.5018402241836886,2.6762448799660654,0.26928425004797824
44,2.4981145299416556,2.67406387295551,0.2681526413739396
45,2.4947448642879198,2.6768328155879924,0.2685980848455922
46,2.4910485295619913,2.6754456424995263,0.26909969796195604
47,2.4884026115531035,2.6762964356247734,0.2674514011747579
48,2.4855884179297627,2.675084509685227,0.26629672852924147
49,2.483171347326559,2.678044291397379,0.2694052240408186
50,2.480300183996241,2.675808275442687,0.2668054463101602
